SHEETBAR,DATE,SECCHI,SECCHIQF,ZICE,ZICEQF,ZSNOW,ZSNOWQF,VEGDENS,VEGTYPE,UTMZONE,NORTHING,EASTING,FLDEAST,FLDNORTH,Z,ZQF,TEMP,TEMPQF,DO,DOQF,PH,PHQF,TURB,TURBQF,COND,CONDQF,VEL,VELQF,SRP,SRPQF,TSP,TSPQF,TP,TPQF,TN,TNQF,TSN,TSNQF,SS,SSQF,NHX,NHXQF,NOX,NOXQF,SI,SIQF,CL,CLQF,HABCLASS,CHLcal
42023441,4/27/2015,88,,,,,,,,15,4829313,642055,,,0.2,,11.2,,13.6,,8.9,,6,,313,,0.22,,0.005,0,,,0.054,128,1.532,128,,,9.54,0,0.011,0,0.841,0,1.942,0,,,,37.2854
42023442,4/27/2015,95,,,,,,,,15,4829113,641855,,,0.2,,11.5,,14,,8.9,,6,,315,,0.16,,,,,,,,,,,,10.06,0,,,,,,,,,,37.88532
42023443,4/27/2015,95,,,,,,,,15,4831462,639705,,,0.2,,11.8,,13,,8.7,,6,,352,,0.27,,,,,,,,,,,,10.6,0,,,,,,,,,,33.23594
42023444,4/27/2015,93,,,,,,,,15,4832462,639955,,,0.2,,11.8,,13.3,,8.8,,6,,344,,0.27,,,,,,,,,,,,10.81,0,,,,,,,,,,33.83586
42023445,4/27/2015,95,,,,,,,,15,4832762,639905,,,0.2,,12,,13.1,,8.7,,6,,352,,0.3,,,,,,,,,,,,9.94,0,,,,,,,,,,33.23594
42023446,4/27/2015,105,,,,,,,,15,4834562,639705,,,0.2,,12.3,,13.3,,8.8,,6,,344,,0.32,,0.007,0,,,0.063,0,2.205,0,,,11.54,0,0.011,0,1.454,128,2.498,0,,,,31.73614
42023447,4/27/2015,96,,,,,,,,15,4835462,639155,,,0.2,,11.9,,13,,8.7,,7,,360,,0.47,,0.005,0,,,0.056,0,2.383,0,,,14.62,0,-0.008,1,1.903,128,2.555,0,,,,29.48644
42023448,4/27/2015,96,,,,,,,,15,4835962,639205,,,0.2,,12.1,,13.1,,8.8,,6,,340,,0.24,,,,,,,,,,,,11.8,0,,,,,,,,,,33.38592
42023449,4/27/2015,95,,,,,,,,15,4837212,639255,,,0.2,,11.8,,12.8,,8.8,,6,,339,,0.37,,0.007,0,,,0.055,0,2.009,0,,,12.06,0,-0.008,1,1.353,0,2.433,0,,,,36.5355
42023450,4/27/2015,87,,,,,,,,15,4840112,639655,,,0.2,,12,,13.2,,8.9,,8,,301,,0.47,,0.006,0,,,0.059,0,1.393,0,,,11.62,0,0.01,0,0.574,0,2.014,0,,,,39.23514
42023451,4/27/2015,91,,,,,,,,15,4841112,639655,,,0.2,,12,,13.1,,8.9,,7,,299,,0.41,,0.005,0,,,0.062,0,1.409,0,,,11.26,0,0.01,0,0.669,0,2.032,0,,,,35.48564
42023452,4/27/2015,86,,,,,,,,15,4835712,641455,,,0.2,,12,,13.2,,8.8,,7,,316,,0.27,,0.005,0,,,0.062,0,1.667,0,,,14.26,0,0.009,0,0.843,128,2.19,0,,,,38.93518
42023453,4/27/2015,80,,,,,,,,15,4837012,642355,,,0.2,,13.1,,15.2,,9,,7,,287,,0.26,,0.004,0,,,0.069,0,1.388,0,,,11.78,0,0.009,0,0.494,0,1.91,0,,,,46.13422
42023454,4/27/2015,76,,,,,,,,15,4837862,642955,,,0.2,,13.7,,15.4,,9.1,,7,,286,,0.15,,0.007,0,,,0.105,0,1.438,0,,,11.42,0,0.013,0,0.511,0,1.966,0,,,,38.18528
42023455,4/27/2015,76,,,,,,,,15,4838512,642455,,,0.2,,14.1,,15.3,,9.1,,7,,288,,0.15,,,,,,,,,,,,13.26,0,,,,,,,,,,47.63402
42023456,4/27/2015,85,,,,,,,,15,4839312,642655,,,0.2,,13.3,,14.6,,9,,6,,287,,0.31,,,,,,,,,,,,14.13,0,,,,,,,,,,46.2842
42023457,4/28/2015,,,,,,,,,15,4833312,643055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42023458,4/28/2015,82,,,,,,,,15,4832912,642055,,,0.2,,13.2,,13.7,,8.9,,6,,309,,0.06,,0.005,0,,,0.05,0,1.463,0,,,8.2,0,0.013,0,0.806,0,1.821,0,,,,39.5351
42023458,4/28/2015,82,,,,,,,,15,4832912,642055,,,1.3,,12.4,,14.1,,8.9,,,X,308,,,X,,,,,,,,,,,,,,,,,,,,,,
42023462,4/28/2015,60,2,,,,,2,C,15,4832712,643455,,,0.2,,14.8,,11.4,,8.1,,3,,477,,0,3,,,,,,,,,,,1.13,0,,,,,,,,,,3.83986
42023462,4/28/2015,60,2,,,,,2,C,15,4832712,643455,,,0.4,,13.8,,12.3,,8.2,,,X,488,,,X,,,,,,,,,,,,,,,,,,,,,,
42023463,4/28/2015,73,2,,,,,2,S,15,4832312,641855,,,0.2,,13.5,,16.2,,9.1,,4,,303,,0,3,,,,,,,,,,,5.38,0,,,,,,,,,,26.7868
42023463,4/28/2015,73,2,,,,,2,S,15,4832312,641855,,,0.53,,13.7,,16,,9.1,,,X,302,,,X,,,,,,,,,,,,,,,,,,,,,,
42023464,4/28/2015,90,,,,,,,,15,4831712,641455,,,0.2,,12.9,,14.3,,8.9,,6,,308,,0.17,,,,,,,,,,,,10.48,0,,,,,,,,,,40.13502
42023465,4/28/2015,70,2,,,,,,,15,4831112,640055,,,0.2,,13.6,,14.6,,8.9,,6,,343,,0,3,0.005,0,,,0.054,0,2.011,0,,,8.64,0,0.01,0,1.453,0,2.018,0,,,,35.18568
42023465,4/28/2015,70,2,,,,,,,15,4831112,640055,,,0.5,,13.5,,14.6,,8.9,,,X,343,,,X,,,,,,,,,,,,,,,,,,,,,,
42023466,4/28/2015,92,2,,,,,,,15,4831912,640255,,,0.2,,13.9,,13.1,,8.8,,5,,342,,0,3,0.003,0,,,0.044,0,1.88,0,,,7.23,0,-0.008,1,1.331,0,1.801,0,,,,31.43618
42023466,4/28/2015,92,2,,,,,,,15,4831912,640255,,,0.72,,12.7,,14,,8.8,,,X,339,,,X,,,,,,,,,,,,,,,,,,,,,,
42023467,4/28/2015,82,2,,,,,,,15,4832912,641455,,,0.2,,13.2,,13.9,,8.9,,5,,310,,0.21,,,,,,,,,,,,8.84,0,,,,,,,,,,38.63522
42023468,4/28/2015,88,,,,,,,,15,4833512,640455,,,0.2,,13.6,,15.3,,9,,6,,326,,0.16,,0.004,0,,,0.054,128,1.764,128,,,10.68,0,0.008,0,1.136,0,1.908,0,,,,35.18568
42023469,4/28/2015,80,2,,,,,,,15,4833712,641055,,,0.2,,13.4,,14,,8.9,,6,,310,,0.12,,,,,,,,,,,,8.54,0,,,,,,,,,,40.13502
42023470,4/28/2015,79,2,,,,,,,15,4834512,641055,,,0.2,,14.8,,16,,9,,5,,330,,0.26,,,,,,,,,,,,8.34,0,,,,,,,,,,34.58576
42023471,4/28/2015,36,2,,,,,,,15,4834712,641055,,,0.2,,15,,16.8,,9,,5,,330,,0.05,,0.005,0,,,0.049,0,1.829,0,,,8.34,0,0.01,0,1.058,0,1.927,0,,,,38.93518
42023472,4/28/2015,45,2,,,,,,,15,4834912,639855,,,0.2,,16.2,,15.9,,9,,15,,337,,0,3,,,,,,,,,,,20.69,0,,,,,,,,,,39.98504
42023473,4/28/2015,22,2,,,,,,,15,4834562,639255,,,0.14,,15.7,,14.8,,8.8,,6,,368,,0,3,,,,,,,,,,,11.04,0,,,,,,,,,,36.68548
42023474,4/28/2015,21,2,,,,,,,15,4835512,639405,,,0.13,,13.9,,13.9,,8.8,,6,,352,,0.15,,,,,,,,,,,,15.02,0,,,,,,,,,,41.18488
42023475,4/28/2015,77,,,,,,,,15,4836162,639655,,,0.2,,16.2,,16,,9,,18,,339,,0,3,,,,,,,,,,,32.28,0,,,,,,,,,,35.18568
42023475,4/28/2015,77,,,,,,,,15,4836162,639655,,,1.11,,14.2,,15.9,,8.9,,,X,336,,,X,,,,,,,,,,,,,,,,,,,,,,
42023476,4/28/2015,23,2,,,,,,,15,4836262,639555,,,0.15,,20.7,,17.8,,9.3,,6,,325,,0,3,0.003,0,,,0.071,0,1.254,0,,,8.34,0,0.013,0,0.228,0,0.598,0,,,,35.7856
42023477,4/28/2015,26,2,,,,,,,15,4835662,640705,,,0.18,,19.5,,17.3,,9,,6,,338,,0.05,,0.004,0,,,0.057,0,1.904,0,,,9.94,0,0.009,0,1.207,0,1.944,0,,,,39.23514
42023478,4/28/2015,28,2,,,,,,,15,4837612,640105,,,0.2,,18.1,,17.6,,9.2,,7,,301,,0,3,,,,,,,,,,,12.48,0,,,,,,,,,,69.5311
42023479,4/28/2015,88,,,,,,,,15,4836912,641455,,,0.2,,15.2,,16.6,,9.1,,8,,295,,0.23,,,,,,,,,,,,13.84,0,,,,,,,,,,54.5331
42023480,4/28/2015,82,2,,,,,,,15,4837312,641255,,,0.2,,15.1,,16.2,,9.1,,6,,295,,0.19,,,,,,,,,,,,10.86,0,,,,,,,,,,39.98504
42023481,4/28/2015,21,2,,,,,,,15,4839112,640305,,,0.2,,14.5,,14.6,,9,,5,,306,,0.05,,,,,,,,,,,,10.04,0,,,,,,,,,,50.7836
42023482,4/28/2015,23,2,,,,,,,15,4839312,640705,,,0.2,,19.8,,19.2,,9.3,,6,,296,,0,3,,,,,,,,,,,10.26,0,,,,,,,,,,52.88332
42023483,4/28/2015,21,2,,,,,,,15,4839262,640655,,,0.1,,16.2,,16.1,,9.1,,6,,303,,0,3,0.006,0,,,0.064,0,1.69,0,,,13.44,0,0.008,0,0.604,0,1.67,0,,,,59.18248
42023484,4/28/2015,89,,,,,,2,S,15,4837112,643055,,,0.2,,19.9,,17.2,,9.3,,6,,300,,0,3,,,,,,,,,,,10.53,0,,,,,,,,,,40.73494
42023484,4/28/2015,89,,,,,,2,S,15,4837112,643055,,,0.98,,13.9,,16.1,,9.1,,,X,305,,,X,,,,,,,,,,,,,,,,,,,,,,
42023496,5/4/2015,44,2,,,,,1,S,15,4857412,638755,,,0.2,,20,,10.6,,9.2,,13,,238,,0,3,,,,,,,,,,,18.06,0,,,,,,,,,,37.13542
42023497,5/4/2015,38,2,,,,,1,C,15,4857562,638555,,,0.2,,20,,7.5,,8.1,,12,,213,,0,3,,,,,,,,,,,11,0,,,,,,,,,,16.88812
42023498,5/4/2015,28,2,,,,,1,C,15,4857662,638455,,,0.2,,21.9,,2.5,,7.4,,39,,207,,0,3,,,,,,,,,,,54.15,0,,,,,,,,,,27.23674
42023499,5/4/2015,36,,,,,,,,15,4856762,638855,,,0.2,,20.2,,11.4,,9.2,,18,,245,,0,3,,,,,,,,,,,28.29,0,,,,,,,,,,46.2842
42023500,5/4/2015,43,2,,,,,,,15,4856562,639005,,,0.2,,17.9,,11.9,,9,,15,,289,,,0,,,,,,,,,,,24.32,0,,,,,,,,,,54.23314
42023501,5/4/2015,31,2,,,,,,,15,4857162,638105,,,0.2,,19.2,,13.1,,9.1,,12,,291,,0,3,,,,,,,,,,,17.3,0,,,,,,,,,,46.2842
42023502,5/4/2015,,,,,,,,,15,4856612,638755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42023503,5/4/2015,64,,,,,,,,15,4857462,638055,,,0.2,,18.8,,12,,9.1,,15,,283,,,0,,,,,,,,,,,27.28,0,,,,,,,,,,54.83306
42023503,5/4/2015,64,,,,,,,,15,4857462,638055,,,0.74,,18.4,,11.7,,9.1,,,X,284,,,X,,,,,,,,,,,,,,,,,,,,,,
42023504,5/4/2015,30,2,,,,,1,S,15,4857862,638005,,,0.2,,18.9,,12.2,,9.2,,8,,285,,0,3,0.002,0,,,0.075,0,0.981,0,,,14.08,0,0.067,0,0.211,0,0.46,0,,,,58.13262
42023505,5/4/2015,,,,,,,,,15,4858062,636755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42023506,5/4/2015,50,2,,,,,1,S,15,4857812,637955,,,0.2,,18.7,,11.8,,9.2,,9,,287,,0,3,,,,,,,,,,,15.08,0,,,,,,,,,,55.58296
42023507,5/4/2015,29,2,,,,,1,S,15,4854962,639155,,,0.2,,21,,13.7,,9.2,,17,,265,,0,3,,,,,,,,,,,22.96,0,,,,,,,,,,49.2838
42023508,5/4/2015,53,2,,,,,2,C,15,4850512,638455,,,0.2,,21.4,,17.2,,8.8,,7,,405,,0,3,,,,,,,,,,,3.68,0,,,,,,,,,,14.18848
42023509,5/4/2015,,,,,,,,,15,4850712,638105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42023510,5/4/2015,33,2,,,,,1,S,15,4850212,639005,,,0.2,,22.7,,19.3,,9.5,,13,,318,,0,3,0.001,0,,,0.111,0,0.774,0,,,14.38,0,0.009,0,-0.01,1,1.642,0,,,,23.33726
42023511,5/4/2015,,,,,,,,,15,4850012,638205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42023512,5/4/2015,85,,,,,,,,15,4850512,639255,,,0.2,,18.7,,15.8,,9.1,,8,,351,,0,3,-0.001,1,,,0.061,0,1.239,0,,,13.83,0,0.009,0,0.402,0,0.678,0,,,,69.38112
42023512,5/4/2015,85,,,,,,,,15,4850512,639255,,,2.18,,18.3,,15.3,,9.1,,,X,351,,,X,,,,,,,,,,,,,,,,,,,,,,
42023516,5/4/2015,,,,,,,,,15,4849512,639155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42023517,5/4/2015,40,2,,,,,1,C,15,4849962,639105,,,0.2,,23.7,,15,,9.9,,5,,298,,0,3,,,,,,,,,,,5,0,,,,,,,,,,4.58976
42023518,5/4/2015,,,,,,,,,15,4850812,639205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42023519,5/4/2015,90,,,,,,,,15,4849312,639555,,,0.2,,17.9,,14.2,,9,,7,,351,,,0,,,,,,,,,,,14.04,0,,,,,,,,,,55.88292
42023520,5/6/2015,30,2,,,,,1,C,15,4840162,640955,,,0.2,,17.4,,13,,9,,7,,337,,0.25,,,,,,,,,,,,13.43,0,,,,,,,,,,57.23274
42023521,5/6/2015,40,2,,,,,1,S,15,4839512,641305,,,0.2,,17.4,,12.9,,9,,7,,340,,0.05,,-0.001,1,,,0.068,128,1.277,128,,,11.79,0,0.017,128,0.485,0,0.617,0,,,,48.08396
42023525,5/6/2015,59,2,,,,,1,S,15,4839462,641105,,,0.2,,16.7,,11.9,,8.8,,6,,348,,0,3,,,,,,,,,,,9.25,0,,,,,,,,,,34.13582
42023526,5/6/2015,,,,,,,,,15,4851062,639155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42023527,5/6/2015,77,,,,,,,,15,4839512,640505,,,0.2,,17.8,,13.3,,9,,8,,340,,0.13,,,,,,,,,,,,12.33,0,,,,,,,,,,43.88452
42023528,5/6/2015,29,2,,,,,2,S,15,4840912,640055,,,0.2,,17.5,,11.2,,7.9,,4,,327,,0,3,0.035,128,,,0.13,0,0.702,0,,,2.13,0,0.013,0,-0.01,1,0.956,128,,,,10.73894
42023529,5/6/2015,57,2,,,,,,,15,4847912,640855,,,0.2,,18.1,,11.1,,8.7,,12,,356,,0,3,,,,,,,,,,,14.51,0,,,,,,,,,,32.0361
42023530,5/6/2015,48,2,,,,,1,S,15,4847962,640855,,,0.2,,18.5,,10.9,,8.7,,12,,357,,0,3,,,,,,,,,,,14.91,0,,,,,,,,,,30.98624
42023531,5/6/2015,65,,,,,,,,15,4847962,640755,,,0.2,,18.9,,5.7,,8,,13,,363,,0,3,0.027,128,,,0.121,0,0.861,0,,,15.94,0,0.068,0,-0.01,1,0.965,128,,,,20.48764
42023531,5/6/2015,65,,,,,,,,15,4847962,640755,,,0.65,,17.8,,5.5,,8,,,X,361,,,X,,,,,,,,,,,,,,,,,,,,,,
42023671,7/27/2015,60,2,,,,,2,C,15,4842112,640705,,,0.2,,25.6,,2.1,,7.5,,1,,353,,0,3,0.132,128,,,0.197,0,0.734,0,,,1.42,0,0.024,0,-0.01,1,4.249,128,,,,6.18139
42023671,7/27/2015,60,2,,,,,2,C,15,4842112,640705,,,0.4,,24.4,,0,,7.2,,,X,359,,,X,,,,,,,,,,,,,,,,,,,,,,
42023672,7/27/2015,61,2,,,,,2,C,15,4842462,640805,,,0.2,,23.5,,0,,7,,3,,332,,0,3,,,,,,,,,,,3,0,,,,,,,,,,10.9357
42023672,7/27/2015,61,2,,,,,2,C,15,4842462,640805,,,0.41,,23.2,,0,,6.8,,,X,333,,,X,,,,,,,,,,,,,,,,,,,,,,
42023673,7/27/2015,82,,,,,,,,15,4841612,640155,,,0.2,,27.1,,11.6,,8.7,,8,,402,,0.16,,,,,,,,,,,,11.28,0,,,,,,,,,,64.2416
42023674,7/27/2015,,,,,,,,,15,4841112,640155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42023675,7/27/2015,84,,,,,,,,15,4840662,640205,,,0.2,,27.9,,14,,8.8,,8,,397,,0.13,,,,,,,,,,,,12.67,0,,,,,,,,,,74.18243
42023676,7/27/2015,45,2,,,,,2,C,15,4840762,640655,,,0.2,,24.2,,0,,7,,3,,436,,0,3,0.074,128,,,0.224,0,0.881,0,,,2.74,0,0.04,0,-0.01,1,8.087,128,,,,7.33395
42023677,7/27/2015,,,,,,,,,15,4839862,640655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42023678,7/27/2015,60,2,,,,,1,C,15,4839112,640305,,,0.2,,27.8,,13.4,,8.8,,10,,397,,0,3,0.018,0,,,0.091,0,2.279,0,,,11.41,0,0.026,0,1.279,0,4.258,0,,,,57.18217
42023678,7/27/2015,60,2,,,,,1,C,15,4839112,640305,,,0.4,,27.6,,13.3,,8.8,,,X,398,,,X,,,,,,,,,,,,,,,,,,,,,,
42023679,7/27/2015,38,2,,,,,2,C,15,4838912,640505,,,0.2,,28.6,,12.7,,8.8,,3,,396,,0,3,,,,,,,,,,,3.38,0,,,,,,,,,,22.4613
42023680,7/27/2015,74,2,,,,,2,C,15,4838912,640855,,,0.2,,27.2,,8.5,,8.3,,4,,402,,0,3,,,,,,,,,,,4.28,0,,,,,,,,,,23.18165
42023680,7/27/2015,74,2,,,,,2,C,15,4838912,640855,,,0.54,,27,,8.1,,8.2,,,X,403,,,X,,,,,,,,,,,,,,,,,,,,,,
42023681,7/27/2015,37,2,,,,,2,C,15,4838312,640355,,,0.2,,28.6,,12.7,,8.8,,4,,398,,0,3,,,,,,,,,,,6.81,0,,,,,,,,,,42.05482
42023682,7/27/2015,64,2,,,,,2,C,15,4838712,641255,,,0.2,,27.7,,6.4,,7.8,,1,,396,,0,3,,,,,,,,,,,0.24,0,,,,,,,,,,4.16441
42023682,7/27/2015,64,2,,,,,2,C,15,4838712,641255,,,0.44,,27.1,,6,,7.7,,,X,397,,,X,,,,,,,,,,,,,,,,,,,,,,
42023683,7/27/2015,95,,,,,,1,S,15,4839312,641655,,,0.2,,27.9,,13.7,,8.8,,10,,391,,0.13,,,,,,,,,,,,16.46,0,,,,,,,,,,69.71626
42023684,7/27/2015,87,,,,,,2,C,15,4840062,641255,,,0.2,,28.6,,15.3,,8.9,,9,,393,,0.21,,0.017,0,,,0.116,0,2.424,0,,,16.02,0,0.023,0,1.491,0,4.265,0,,,,67.123
42023688,7/27/2015,67,2,,,,,2,C,15,4840062,641205,,,0.2,,29.1,,13.4,,8.8,,3,,392,,0,3,,,,,,,,,,,4.67,0,,,,,,,,,,24.91049
42023688,7/27/2015,67,2,,,,,2,C,15,4840062,641205,,,0.47,,28.9,,13,,8.8,,,X,394,,,X,,,,,,,,,,,,,,,,,,,,,,
42023689,7/27/2015,30,2,,,,,1,B,15,4840512,641055,,,0.2,,29.4,,16.3,,9,,6,,393,,0.11,,,,,,,,,,,,12.11,0,,,,,,,,,,57.0381
42023690,7/27/2015,84,,,,,,1,B,15,4840312,641455,,,0.2,,30.7,,17.3,,9,,6,,387,,0.05,,0.016,0,,,0.105,128,2.163,128,,,11.4,0,0.019,0,1.395,0,4.174,0,,,,45.80064
42023690,7/27/2015,84,,,,,,1,B,15,4840312,641455,,,0.78,,30.4,,18,,9,,,X,386,,,X,,,,,,,,,,,,,,,,,,,,,,
42023691,7/27/2015,77,2,,,,,1,B,15,4840462,641455,,,0.2,,30.7,,17.3,,9,,7,,387,,0,3,,,,,,,,,,,11.75,0,,,,,,,,,,49.97867
42023691,7/27/2015,77,2,,,,,1,B,15,4840462,641455,,,0.57,,30.6,,17.3,,9,,,X,388,,,X,,,,,,,,,,,,,,,,,,,,,,
42023692,7/27/2015,90,,,,,,,,15,4840962,641405,,,0.2,,27.9,,14.1,,8.8,,9,,397,,0.21,,,,,,,,,,,,16.44,0,,,,,,,,,,74.3265
42023693,7/27/2015,78,,,,,,1,C,15,4841962,641505,,,0.2,,28.3,,14.3,,8.8,,11,,390,,0.13,,,,,,,,,,,,17.82,0,,,,,,,,,,65.10602
42023694,7/27/2015,90,,,,,,,,15,4842212,641605,,,0.2,,27.9,,13.2,,8.8,,9,,388,,0.34,,,,,,,,,,,,16.02,0,,,,,,,,,,65.10602
42023695,7/27/2015,58,2,,,,,1,B,15,4842212,641855,,,0.2,,29.7,,15.4,,8.9,,6,,376,,0,3,,,,,,,,,,,10.38,0,,,,,,,,,,42.6311
42023696,7/27/2015,,,,,,,,,15,4843312,641655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42023697,7/27/2015,82,,,,,,1,B,15,4843312,641455,,,0.2,,28.2,,14.5,,8.8,,8,,391,,0.2,,,,,,,,,,,,18.44,0,,,,,,,,,,70.58068
42023698,7/27/2015,38,2,,,,,2,C,15,4845462,641955,,,0.2,,27.7,,5.9,,7.4,,2,,393,,0,3,,,,,,,,,,,2.25,0,,,,,,,,,,13.8171
42023699,7/27/2015,80,2,,,,,2,C,15,4850462,638805,,,0.2,,26.4,,12.8,,7.9,,2,,472,,0,3,,,,,,,,,,,0.39,0,,,,,,,,,,4.45255
42023699,7/27/2015,80,2,,,,,2,C,15,4850462,638805,,,0.6,,24.1,,3.4,,7.4,,,X,507,,,X,,,,,,,,,,,,,,,,,,,,,,
42023700,7/27/2015,85,,,,,,,,15,4850362,639255,,,0.2,,27,,11.6,,8.6,,9,,419,,0.25,,0.015,0,,,0.096,0,2.464,0,,,14.88,0,0.022,0,1.729,0,4.524,0,,,,57.75845
42023701,7/27/2015,91,,,,,,,,15,4854312,638855,,,0.2,,26.9,,10.1,,8.5,,10,,414,,0.58,,,,,,,,,,,,13.26,0,,,,,,,,,,46.37692
42023702,7/27/2015,92,,,,,,,,15,4853512,639455,,,0.2,,27,,10.6,,8.6,,9,,420,,0.5,,0.021,0,,,0.105,128,2.634,128,,,13.44,0,0.021,0,1.816,0,4.814,0,,,,63.66532
42023706,7/27/2015,93,,,,,,,,15,4856112,637055,,,0.2,,27,,10.8,,8.6,,8,,421,,0.56,,,,,,,,,,,,12.96,0,,,,,,,,,,63.66532
42023707,7/27/2015,88,,,,,,,,15,4857112,636855,,,0.2,,27.1,,11,,8.6,,9,,415,,0.48,,,,,,,,,,,,14.02,0,,,,,,,,,,60.78392
42023708,7/27/2015,92,,,,,,2,C,15,4847512,640555,,,0.2,,28.5,,12.4,,8.6,,5,,412,,0,3,,,,,,,,,,,5.16,0,,,,,,,,,,24.33421
42023708,7/27/2015,92,,,,,,2,C,15,4847512,640555,,,1.05,,25.7,,3.5,,7.5,,,X,429,,,X,,,,,,,,,,,,,,,,,,,,,,
42023731,7/29/2015,74,,,,,,,,15,4838912,639455,,,0.2,,26.4,,9.8,,8.5,,9,,416,,0.65,,,,,,,,,,,,14.99,0,,,,,,,,,,62.8009
42023732,7/29/2015,76,,,,,,2,C,15,4837812,639955,,,0.2,,26.5,,9.7,,8.5,,8,,402,,0.18,,0.026,0,,,0.102,0,2.141,0,,,12.6,0,0.024,0,1.22,0,4.176,0,,,,48.53797
42023733,7/29/2015,77,,,,,,,,15,4837312,639855,,,0.2,,26.5,,10.1,,8.5,,10,,417,,0.52,,0.018,0,,,0.097,0,2.416,0,,,16.89,0,0.014,0,1.645,0,4.141,0,,,,58.76694
42023734,7/29/2015,67,,,,,,,,15,4837312,639255,,,0.2,,26.4,,10.3,,8.5,,10,,420,,0.45,,0.014,0,,,0.096,0,2.365,0,,,16.22,0,0.019,0,1.652,0,4.252,0,,,,57.61438
42023735,7/29/2015,66,,,,,,,,15,4834362,639905,,,0.2,,26.6,,11.4,,8.6,,11,,421,,0.26,,,,,,,,,,,,20.02,0,,,,,,,,,,62.22462
42023736,7/29/2015,55,,,,,,,,15,4830812,639655,,,0.2,,26.4,,10,,8.5,,12,,423,,0.3,,0.017,0,,,0.128,0,2.303,0,,,21.66,0,0.019,0,1.692,0,4.038,0,,,,68.99591
42023737,7/29/2015,55,,,,,,2,C,15,4830912,639855,,,0.2,,26.6,,10.7,,8.6,,10,,420,,0.04,,,,,,,,,,,,14.32,0,,,,,,,,,,56.02961
42023737,7/29/2015,55,,,,,,2,C,15,4830912,639855,,,0.47,,26.5,,10.6,,8.6,,,X,420,,,X,,,,,,,,,,,,,,,,,,,,,,
42023738,7/29/2015,77,,,,,,,,15,4830362,639855,,,0.2,,26.5,,10.8,,8.6,,12,,421,,0.35,,0.018,0,,,0.103,0,2.481,0,,,21.58,0,0.02,0,1.408,0,4.092,0,,,,67.69928
42023739,7/29/2015,70,,,,,,1,S,15,4830112,639855,,,0.2,,26.5,,10.3,,8.5,,11,,426,,0.13,,,,,,,,,,,,17.73,0,,,,,,,,,,58.76694
42023740,7/29/2015,72,,,,,,,,15,4829562,640355,,,0.2,,26.5,,10.8,,8.6,,15,,421,,0.45,,0.018,0,,,0.114,0,2.379,0,,,29.49,0,0.021,0,1.426,0,4.051,0,,,,67.55521
42023744,7/29/2015,73,,,,,,,,15,4829512,640255,,,0.2,,26.6,,10.6,,8.5,,11,,425,,0.38,,,,,,,,,,,,19.29,0,,,,,,,,,,59.34322
42023745,7/29/2015,120,2,,,,,2,C,15,4829712,640655,,,0.2,,28.5,,14.7,,9,,1,,381,,0,3,,,,,,,,,,,0.36,0,,,,,,,,,,8.19837
42023745,7/29/2015,120,2,,,,,2,C,15,4829712,640655,,,1,,26.4,,8.2,,8.3,,,X,404,,,X,,,,,,,,,,,,,,,,,,,,,,
42023746,7/29/2015,60,,,,,,1,S,15,4829512,641255,,,0.2,,27.2,,15,,9.1,,4,,377,,0,3,-0.001,1,,,0.071,0,1.769,0,,,5.52,0,0.023,0,0.775,0,2.813,0,,,,29.80887
42023746,7/29/2015,60,,,,,,1,S,15,4829512,641255,,,1.15,,26.3,,12.3,,8.9,,,X,384,,,X,,,,,,,,,,,,,,,,,,,,,,
42023747,7/29/2015,65,,,,,,2,C,15,4829712,641255,,,0.2,,28.1,,15.6,,9.1,,3,,386,,0,3,0.02,0,,,0.084,0,2.007,0,,,4.68,0,0.035,128,1.266,128,3.487,0,,,,21.16467
42023747,7/29/2015,65,,,,,,2,C,15,4829712,641255,,,1.13,,26.9,,13.3,,8.9,,,X,391,,,X,,,,,,,,,,,,,,,,,,,,,,
42023748,7/29/2015,,5,,,,,2,S,15,4830712,642055,,,0.2,,27.4,,13.7,,9,,1,,381,,0,3,,,,,,,,,,,1.65,0,,,,,,,,,,7.76616
42023748,7/29/2015,,5,,,,,2,S,15,4830712,642055,,,1.2,,25.9,,7.9,,8.1,,,X,394,,,X,,,,,,,,,,,,,,,,,,,,,,
42023749,7/29/2015,,5,,,,,2,C,15,4831312,642655,,,0.2,,27.9,,12.3,,8.9,,2,,389,,0,3,0.036,0,,,0.097,0,2.188,0,,,4.56,0,0.052,0,1.163,0,4.215,0,,,,24.47828
